,Week,AdvertisingSpend,CompetitorPrice,UnitCost,PriceLevel,SeasonIndex,Sales
1723,1724,288,147,76,124,0.7355370395176557,620
1724,1725,57,126,76,152,0.7195872455450909,391
1725,1726,211,104,115,187,0.9811184488546703,385
1726,1727,84,100,95,194,0.9578829774746535,405
1727,1728,145,91,80,167,0.868298158079962,427
1728,1729,137,116,67,93,0.7892026764650047,457
1729,1730,127,121,64,182,0.4211097383627732,524
1730,1731,81,96,85,130,0.7538006941205553,390
1731,1732,169,127,75,134,0.7813276988071267,458
1732,1733,95,107,95,139,0.9308253473032764,389
1733,1734,284,120,87,168,1.41190963129812,595
1734,1735,193,126,113,117,0.5637238901170654,544
1735,1736,245,97,88,131,0.35600340211666914,493
1736,1737,293,92,106,169,0.35371591934022356,603
1737,1738,214,92,71,165,0.5107266023243926,404
1738,1739,231,110,96,158,0.5311955249814252,479
1739,1740,262,81,89,187,0.45781922820842064,425
1740,1741,191,95,82,195,0.36884907972559466,399
1741,1742,272,88,75,90,0.29076917628360416,528
1742,1743,104,117,73,128,-0.20420177149727056,331
1743,1744,225,133,69,185,0.3766263908348273,572
1744,1745,259,135,66,179,-0.4610354433901507,559
1745,1746,56,124,104,106,-0.43192099914148974,309
1746,1747,123,113,111,180,-0.17931662519932606,285
1747,1748,56,88,119,177,-0.49319514984445156,165
1748,1749,210,87,96,124,-1.4207647713779346,375
1749,1750,200,86,88,135,-0.8212931168045833,362
1750,1751,134,115,62,131,-0.626866598827267,343
1751,1752,196,97,74,128,-1.3380573265442874,364
1752,1753,161,82,95,179,-0.7457339788873548,347
1753,1754,174,107,106,138,-0.8756626920940184,302
1754,1755,196,149,105,151,-0.6448238548445882,337
1755,1756,85,123,111,127,-1.2002882707996474,172
1756,1757,78,100,78,112,-0.6721737927492786,324
1757,1758,237,107,72,111,-0.8871337684651727,538
1758,1759,131,133,101,93,-0.3556409344375293,302
1759,1760,51,133,80,138,0.01283111545033877,359
1760,1761,178,144,96,148,-0.28701161645535134,343
1761,1762,96,100,86,162,-0.5189670548083396,266
1762,1763,246,92,114,157,0.12823645208740286,467
1763,1764,197,136,111,160,-0.28367975954339775,355
1764,1765,60,128,88,176,-0.6269886010993118,266
1765,1766,283,133,79,91,-0.2510976563730408,540
1766,1767,179,89,84,138,0.10796497563317504,378
1767,1768,244,132,65,177,0.24778624668602509,557
1768,1769,264,123,95,193,-0.2170427866869889,429
1769,1770,168,126,61,184,-0.0887440216503497,355
1770,1771,189,132,81,120,0.2522119331795834,423
1771,1772,69,125,91,129,0.6250862560806101,191
1772,1773,54,92,75,137,0.7668335116951239,365
1773,1774,86,116,77,140,0.7055141954722376,446
1774,1775,215,103,64,132,0.4981821281157928,458
1775,1776,271,81,113,187,1.34406674879944,561
1776,1777,186,93,95,144,0.5638386071002827,447
1777,1778,275,89,89,177,1.3257184661415347,506
1778,1779,102,114,104,138,1.1925888024611646,496
1779,1780,221,104,78,179,1.3768085652595716,520
1780,1781,148,82,82,169,0.8666700121231249,526
1781,1782,293,96,93,146,0.9499126146712917,480
1782,1783,299,91,72,166,0.9874545846103677,580
1783,1784,135,133,102,104,0.7920969145049613,435
1784,1785,157,103,113,116,0.9530335617017369,447
1785,1786,73,108,88,157,1.296710702715027,431
1786,1787,130,122,95,169,0.3594605940207134,558
1787,1788,251,104,81,153,0.4659591457774879,517
1788,1789,207,139,111,183,0.3383411511192938,434
1789,1790,169,144,111,197,0.4363976934029629,320
1790,1791,108,107,106,119,0.3139470063489023,281
1791,1792,287,95,95,125,0.4710100396197905,605
1792,1793,264,126,68,156,0.13065361113172053,512
1793,1794,177,137,98,175,0.09086498301579561,529
1794,1795,273,106,110,175,-0.00100226660172624,504
1795,1796,258,132,78,138,-0.16569444592582575,505
1796,1797,163,121,97,165,-0.1436109686052503,392
1797,1798,164,138,65,144,-0.5014201866835921,407
1798,1799,258,126,111,174,-0.07415422790863996,409
1799,1800,63,113,106,145,0.09936329577485126,202
1800,1801,58,116,74,157,-0.536641455740978,229
1801,1802,89,85,116,184,-0.7545865167809247,221
1802,1803,243,86,79,133,-0.6980813328580296,403
1803,1804,286,104,68,120,-1.2653261684505055,397
1804,1805,74,112,91,147,-0.9169101771864211,217
1805,1806,152,134,63,176,-1.2121062561826343,395
1806,1807,250,137,109,142,-0.847006924827901,432
1807,1808,295,86,77,173,-1.2106166664911984,413
1808,1809,71,136,64,168,-1.0743750510337193,287
1809,1810,284,91,79,112,-1.4966075143423354,372
1810,1811,287,95,82,117,-1.2374297326375128,392
1811,1812,53,122,70,105,-0.7165217250128407,322
1812,1813,203,86,96,126,-1.0091645716666415,284
1813,1814,235,130,81,110,-0.3439904631051289,487
1814,1815,78,111,117,168,-0.8542314732551498,131
1815,1816,158,87,63,106,-0.32874682165805547,321
1816,1817,147,124,88,126,-0.5831675757340746,410
1817,1818,264,138,103,166,-0.1236747317775038,525
1818,1819,86,83,93,108,-0.5809728789838887,242
1819,1820,124,146,72,119,-0.13595489268888314,312
1820,1821,119,108,101,134,-0.13332730533103296,230
1821,1822,195,108,68,107,0.5042854368802527,602
1822,1823,177,107,101,167,0.49328362637880563,410
1823,1824,134,123,90,151,0.09495035565911436,345
1824,1825,91,83,66,125,0.5071105257448897,370
1825,1826,149,88,63,189,0.43142730542394925,302
1826,1827,90,84,78,173,1.0335879063316544,405
1827,1828,215,135,101,141,1.2044411101898347,619
1828,1829,83,129,89,108,0.45296248169996706,355
1829,1830,66,94,90,198,1.183027134999853,476
1830,1831,214,111,94,133,0.723952996648737,497
1831,1832,202,107,116,96,0.9168338422822546,586
1832,1833,279,101,80,133,1.0096762687182872,603
1833,1834,171,96,90,157,1.5376907231646975,510
1834,1835,125,138,78,123,0.6697868993167944,521
1835,1836,136,136,90,155,1.185441159478404,513
1836,1837,166,105,112,158,0.534004703202319,416
1837,1838,155,104,91,144,0.4508057904414406,299
1838,1839,135,89,61,99,0.7570497826968472,387
1839,1840,262,124,118,185,0.6696415055377054,515
1840,1841,76,90,111,131,-0.28163074880961103,345
1841,1842,106,132,69,130,0.8126020588564205,462
1842,1843,80,147,61,166,-0.2871293502866981,296
1843,1844,183,107,61,192,0.19553443345358157,354
1844,1845,268,144,119,158,0.518821315736921,460
1845,1846,217,128,83,99,0.6627551900066301,530
1846,1847,147,126,76,99,-0.229451639361879,385
1847,1848,61,131,91,191,-0.6692003893726746,205
1848,1849,286,133,75,180,0.032559580687879675,509
1849,1850,298,139,75,149,-0.20517620700769595,588
1850,1851,102,136,105,140,-0.7147624336047109,301
1851,1852,248,126,98,110,-0.8478438957035535,443
1852,1853,187,110,112,97,-0.9637283972689329,361
1853,1854,222,125,90,154,-0.9263598266140369,392
1854,1855,194,105,102,181,-0.7906355829327167,305
1855,1856,203,84,83,192,-1.1048206175064463,310
1856,1857,262,131,60,167,-1.1028159000947193,492
1857,1858,269,133,70,174,-0.8003251682748799,441
1858,1859,239,112,114,119,-1.4447242423176618,273
1859,1860,171,129,80,174,-1.1054895900721307,382
1860,1861,95,117,63,138,-1.4737241231557863,179
1861,1862,113,106,66,98,-0.9024925006795469,415
1862,1863,179,94,85,106,-1.4672776480957848,336
1863,1864,103,140,106,158,-0.5559808278457219,232
1864,1865,156,100,109,147,-1.1429019669087284,265
1865,1866,242,125,71,146,-1.1948962278492328,380
1866,1867,100,148,90,151,-0.6771487355016359,364
1867,1868,230,85,76,184,0.04860901545933438,477
1868,1869,85,117,92,141,-0.14124715101606797,323
1869,1870,164,141,70,150,-0.8160098959237446,404
1870,1871,75,141,87,129,-0.5234742605487024,311
1871,1872,78,125,91,127,-0.11868011197372096,407
1872,1873,198,92,60,132,0.792042628786581,588
1873,1874,60,82,106,152,-0.042370580103122585,216
1874,1875,89,85,87,108,0.07533931393156584,397
1875,1876,60,87,112,189,0.9229519881077943,335
1876,1877,213,123,101,139,0.6265369083098488,463
1877,1878,162,112,66,122,0.9790226664304271,469
1878,1879,236,129,61,102,0.530380886118288,620
1879,1880,88,90,101,167,0.7924931115749411,364
1880,1881,281,107,83,186,1.2801455843096876,572
1881,1882,276,149,63,151,0.8915639796646709,667
1882,1883,103,120,103,182,1.3078577766839903,526
1883,1884,147,95,78,132,1.1088890642284137,434
1884,1885,104,147,85,138,0.6881112764743244,420
1885,1886,160,127,70,125,0.9878137103942479,496
1886,1887,201,135,99,197,1.2653570151085682,493
1887,1888,295,143,109,99,1.1358411000414865,640
1888,1889,199,138,102,184,0.8733801561269657,454
1889,1890,118,141,70,95,0.2554695492022233,368
1890,1891,105,90,104,146,0.20971330374820019,424
1891,1892,82,97,62,90,0.1881309813526486,402
1892,1893,299,98,71,160,0.4149320847012175,537
1893,1894,85,134,62,147,0.3515878099357307,417
1894,1895,288,105,101,180,-0.08801853328568265,565
1895,1896,197,85,86,110,0.5460695023963702,449
1896,1897,260,83,108,181,-0.25859404291084015,431
1897,1898,276,108,113,169,-0.4111677126200832,345
1898,1899,293,138,61,145,-0.09406595408952727,562
1899,1900,284,96,108,199,0.052855871710413616,493
1900,1901,130,122,75,176,0.26185149890143594,336
1901,1902,239,145,61,109,-0.28995965569280235,492
1902,1903,158,113,119,191,-0.0941158311140648,368
1903,1904,284,87,113,143,-1.026739653758744,424
1904,1905,275,92,89,114,-0.10058896997278921,422
1905,1906,250,87,79,117,-1.3814292010603135,409
1906,1907,203,144,97,94,-1.0366078018195002,417
1907,1908,243,122,87,110,-0.7668204868117847,433
1908,1909,294,118,84,107,-1.452506922134832,498
1909,1910,122,138,91,136,-1.2708239016756535,270
1910,1911,250,123,69,159,-1.3257767587868903,418
1911,1912,89,88,119,146,-1.0857751762729764,165
1912,1913,66,116,101,182,-0.5444669604242518,178
1913,1914,178,115,99,108,-0.9299687227990716,375
1914,1915,266,107,92,186,-1.0243752089234246,406
1915,1916,110,121,72,154,-1.6882811760471235,207
1916,1917,220,122,115,198,-0.6084841867195296,289
1917,1918,153,121,100,92,-0.4261180355473591,398
1918,1919,91,145,113,131,-1.0780706770742317,176
1919,1920,74,134,101,110,-0.4848148799605563,337
1920,1921,88,127,106,188,-0.29670242994294677,291
1921,1922,84,101,96,194,0.050064862903559826,226
1922,1923,180,106,113,129,-0.3379672177289754,364
1923,1924,291,146,75,156,-0.26260810832544107,658
1924,1925,278,92,104,114,-0.01641250928517915,551
1925,1926,157,124,81,198,0.6246467801207596,361
1926,1927,221,89,116,191,0.6677585196943315,454
1927,1928,228,88,79,198,0.4583195813920471,404
1928,1929,271,133,109,144,0.8739977048876282,471
1929,1930,151,106,102,173,-0.04748470381485903,326
1930,1931,147,113,86,141,0.9860070099991585,498
1931,1932,61,80,100,133,0.4873540170494907,349
1932,1933,68,111,75,198,1.4155633739719629,457
1933,1934,150,146,93,187,0.6157428291054361,443
1934,1935,93,99,91,174,0.7151131678559528,289
1935,1936,236,114,85,145,1.161435993137409,544
1936,1937,98,96,84,144,1.197686240434311,482
1937,1938,238,97,61,176,0.8588092504678984,567
1938,1939,66,124,71,159,1.082363027752959,407
1939,1940,123,132,99,166,1.0836301872839647,421
1940,1941,106,147,68,176,1.0033904224706212,465
1941,1942,104,144,71,162,0.7016173906261343,328
1942,1943,290,80,85,170,0.9000740553968176,590
1943,1944,96,137,68,155,1.0850337797457477,448
1944,1945,61,105,69,108,0.2004182029655292,393
1945,1946,111,99,91,172,0.21270516138124235,239
1946,1947,129,89,116,96,0.36278157675071815,439
1947,1948,265,138,93,152,-0.07755154791282357,413
1948,1949,132,120,107,131,-0.4204844400128342,459
1949,1950,57,84,79,131,0.3279368927645712,413
1950,1951,272,144,98,148,-0.7891731600631936,373
1951,1952,198,96,119,109,-0.3600304735448622,402
1952,1953,130,101,61,162,-0.12692159111494591,340
1953,1954,264,120,60,106,-0.38471323519313994,476
1954,1955,278,147,110,116,-0.6842395565248418,425
1955,1956,167,148,119,136,-0.9923545312012683,340
1956,1957,257,90,95,91,-0.6453504042267125,463
1957,1958,247,135,83,152,-1.1195021974337165,356
1958,1959,249,130,113,151,-0.8056762497577205,423
1959,1960,74,100,86,189,-0.8927409482149827,228
1960,1961,259,105,61,108,-0.9256319447095097,371
1961,1962,138,98,90,106,-1.1848045018518754,277
1962,1963,61,139,116,158,-0.38949726719956324,316
1963,1964,192,126,73,128,-0.8852468839369393,354
1964,1965,108,105,61,171,-1.0545544946919465,191
1965,1966,203,119,88,160,-0.855735070766871,396
1966,1967,282,84,74,170,-1.1177945188305092,363
1967,1968,158,100,71,128,-0.938875215437031,354
1968,1969,75,83,96,125,-0.030934768535243573,310
1969,1970,96,102,87,129,-0.8933369001735002,367
1970,1971,81,94,79,134,-0.5913965568104875,277
1971,1972,59,87,98,93,-0.6015546269686983,200
1972,1973,65,120,83,191,-0.6664950698899883,206
1973,1974,248,98,80,114,-0.11299016722162733,436
1974,1975,194,125,69,158,-0.10959502725906374,428
1975,1976,200,107,105,119,0.2733081926999547,522
1976,1977,75,147,73,165,0.3637100563543094,412
1977,1978,262,94,96,157,0.5095279800001222,607
1978,1979,135,116,77,177,0.07914387518723892,381
1979,1980,299,80,83,118,0.657011411804706,589
1980,1981,184,146,73,162,0.7676461986181757,450
1981,1982,63,103,93,157,0.356803758778737,312
1982,1983,128,106,117,140,0.6529258755029335,349
1983,1984,166,119,71,113,0.38615023694995815,504
1984,1985,56,142,81,103,1.0863428153672925,377
1985,1986,186,140,115,158,1.134522983518608,487
1986,1987,164,115,65,107,1.4000506571615545,463
1987,1988,225,103,95,131,0.9240693217537493,532
1988,1989,121,103,104,146,1.135440875969139,446
1989,1990,291,83,95,172,1.289029404405649,488
1990,1991,108,146,81,101,0.7447743588596476,372
1991,1992,264,113,73,171,0.6632267002901164,492
1992,1993,270,136,75,106,0.6685904653303584,568
1993,1994,131,128,95,119,0.7181952254320828,344
1994,1995,272,132,115,177,0.48734444147726,540
1995,1996,271,102,84,164,0.4591743452524273,533
1996,1997,165,148,91,188,0.8323392974411217,488
1997,1998,216,132,92,112,0.4358191825954903,434
1998,1999,276,141,104,170,0.44661439914036866,580
1999,2000,195,120,95,90,0.07410062785200705,495
2000,2001,236,136,79,168,-0.06437294849936488,450
2001,2002,283,139,77,121,0.08566676686212502,490
2002,2003,152,133,97,98,-0.08271798185427574,390
2003,2004,66,149,62,104,-0.005919660795119908,348
2004,2005,63,136,82,117,0.035873012358670964,323
2005,2006,208,89,91,113,-0.672146833326664,350
2006,2007,201,119,104,149,-0.3097093854020275,427
2007,2008,276,86,118,124,-0.9870645085487557,243
2008,2009,157,117,75,175,-0.12637714333011318,468
2009,2010,237,140,118,116,-1.058875081835157,424
2010,2011,94,82,64,172,-0.6782668547261745,295
2011,2012,147,130,63,198,-1.2611883443088117,283
2012,2013,180,126,80,165,-1.0165690832700918,416
2013,2014,86,147,99,109,-0.5289889314519968,320
2014,2015,220,117,110,154,-1.2453112455958217,315
2015,2016,217,115,73,174,-0.33145302373218755,493
2016,2017,267,120,98,138,-0.9725244965587713,531
2017,2018,232,148,90,198,-0.6423024812906204,354
2018,2019,264,92,73,90,-0.764572653602132,499
2019,2020,157,137,65,99,-0.6858718462147614,334
2020,2021,88,129,71,136,-1.1763448633140257,289
2021,2022,64,109,75,148,-0.8049784961342377,213
2022,2023,169,141,76,185,-0.20927180798604594,462
2023,2024,290,104,104,151,-0.5680195325747616,434
2024,2025,53,106,82,192,-0.312955262227204,267
2025,2026,142,130,73,175,-0.7035423027983079,414
2026,2027,263,136,66,107,-0.2818097625555429,502
2027,2028,202,126,105,135,0.33691178928942295,481
2028,2029,190,118,91,121,-0.2642521493227673,401
2029,2030,259,95,74,116,0.454439375386407,591
2030,2031,210,101,103,181,0.40793832861801255,514
2031,2032,65,133,76,107,0.3939365262368046,365
2032,2033,286,100,100,128,0.48408738403452745,403
2033,2034,219,95,113,138,0.5158137488173814,424
2034,2035,157,138,106,182,0.627919456554021,514
2035,2036,175,110,103,171,1.1019059333369836,431
2036,2037,243,121,93,133,0.7558428813797783,619
2037,2038,104,111,64,161,1.4772933393431105,452
2038,2039,276,138,104,143,1.060801568339013,527
2039,2040,219,113,86,184,0.819830295389572,534
2040,2041,83,88,111,123,1.2920097857456843,403
2041,2042,207,90,82,160,1.1798776570210285,554
2042,2043,296,89,99,125,0.4746888853577558,527
2043,2044,62,96,118,107,0.6246748355801626,379
2044,2045,190,147,73,127,0.8508299352924942,583
2045,2046,67,127,74,148,0.34790148556760214,413
2046,2047,209,131,102,98,1.375669718762604,506
2047,2048,145,104,92,162,0.9097923128526131,466
2048,2049,276,100,112,199,0.5640648926202039,449
2049,2050,172,144,90,161,0.3619112059598182,426
2050,2051,88,142,94,140,0.17470579073483183,336
2051,2052,95,130,76,124,-0.34989398310372755,299
2052,2053,293,115,87,171,-0.3993254152383585,378
2053,2054,78,145,78,94,0.5703362193802811,491
2054,2055,239,94,105,103,0.35154321151447143,436
2055,2056,290,118,113,181,-0.4120489907647594,429
2056,2057,270,149,82,119,-0.08220514018779618,498
2057,2058,111,80,91,93,-0.3127969395446393,319
2058,2059,294,102,99,128,-0.38077835973649155,465
2059,2060,285,118,72,173,-1.0906759875910024,519
2060,2061,234,136,118,153,-1.2909641249301318,314
2061,2062,65,113,79,114,-0.46820555817267967,368
2062,2063,233,120,94,117,-1.479245516564268,405
2063,2064,285,92,64,165,-0.979474305100159,404
2064,2065,288,149,68,155,-1.0812525152913899,493
2065,2066,170,85,88,196,-1.130754162600975,303
2066,2067,59,131,65,167,-0.9056647533128029,316
2067,2068,207,82,84,111,-1.195986603031589,390
2068,2069,202,142,90,120,-0.8522211786865416,400
2069,2070,152,128,81,112,-0.8926696182780591,326
2070,2071,133,126,61,137,-0.25583631943808216,420
2071,2072,182,134,104,109,-1.2386066834391063,317
2072,2073,114,143,64,127,-0.7397300529996605,201
2073,2074,271,144,119,144,-0.5337191282774684,442
2074,2075,226,146,86,157,-0.6449855133908636,382
2075,2076,52,94,84,168,-0.8658457044101331,208
2076,2077,222,111,67,177,0.022525947153990145,470
2077,2078,191,147,114,178,-0.13823536524436786,312
2078,2079,169,97,60,90,-0.500605694133291,417
2079,2080,207,122,79,96,0.13160038876746818,461
2080,2081,291,114,103,146,0.6310065012711786,500
2081,2082,117,137,82,184,0.22842088426278842,371
2082,2083,195,112,91,101,0.3539410862013546,389
2083,2084,239,93,70,195,0.93512468135676,537
2084,2085,86,113,98,94,0.2769495522057826,372
2085,2086,202,140,106,197,1.1813882710269872,503
2086,2087,225,83,113,139,1.0403840692815667,534
2087,2088,242,138,83,131,0.5457181766996357,572
2088,2089,230,108,70,191,0.684975325699966,508
2089,2090,287,85,88,101,0.7775723925807237,609
2090,2091,256,128,113,192,0.42087255322991735,447
2091,2092,122,119,85,107,1.0708503988193154,418
2092,2093,192,144,75,155,0.736315899025644,463
2093,2094,98,148,94,163,1.0816742705274465,431
2094,2095,170,106,79,168,0.5836588423284867,486
2095,2096,137,85,105,183,1.2119202137537612,413
2096,2097,245,92,62,197,1.1067438046923654,496
2097,2098,189,143,60,106,0.6112201616755929,613
2098,2099,236,141,117,157,0.8564054955357505,429
2099,2100,299,98,112,160,0.6879988260336795,487
2100,2101,86,122,106,151,1.0127545925770338,420
2101,2102,110,99,60,130,0.15497948167532943,468
2102,2103,278,147,76,184,0.30891549349430764,575
2103,2104,220,123,61,192,0.04711057327523441,473
2104,2105,173,102,88,123,0.13398213938540207,418
2105,2106,247,81,79,159,0.15998208083509857,481
2106,2107,88,101,65,191,-0.3160788936774518,329
2107,2108,233,136,67,134,-0.3485475307043177,423
2108,2109,112,86,88,147,-0.06479264762533093,331
2109,2110,95,135,107,140,-0.05752577346582188,262
2110,2111,137,146,110,123,-0.42000993617028615,334
2111,2112,60,95,92,133,-0.7045115878637437,274
2112,2113,111,130,62,104,-0.8184398244822332,430
2113,2114,126,91,119,167,-0.6585459672754632,224
2114,2115,275,132,94,159,-0.8171259252317473,438
2115,2116,202,84,64,139,-1.4297089940527976,411
2116,2117,248,106,86,190,-0.7992262477336779,477
2117,2118,101,91,103,121,-1.2508798109248218,261
2118,2119,53,96,71,156,-1.4250809225426957,198
2119,2120,108,85,79,92,-1.4932123405306736,224
2120,2121,121,84,104,175,-1.03577312878105,148
2121,2122,197,136,79,175,-1.239973551340196,310
2122,2123,142,107,68,163,-1.5833644935749658,271
2123,2124,112,148,98,140,-0.930520517944723,286
2124,2125,103,138,63,156,-0.8956819986368826,352
2125,2126,166,112,110,165,-0.7080929926383275,292
2126,2127,292,141,113,182,-0.7567341329438823,397
2127,2128,286,129,78,137,0.08407572701440796,573
2128,2129,159,98,97,106,-0.19940369863744303,486
2129,2130,123,148,86,96,-0.38919966137399237,362
2130,2131,156,145,104,102,-0.1396247314895148,424
2131,2132,275,126,102,155,0.42439280024857295,557
2132,2133,106,118,72,93,0.4075235237759475,381
2133,2134,267,147,72,99,-0.17954788002496622,605
2134,2135,218,112,119,192,0.062317718794540844,298
2135,2136,290,92,116,177,0.23016910983676817,446
2136,2137,299,133,81,106,0.43615476145042165,586
2137,2138,52,86,87,141,0.48449569737795384,343
2138,2139,169,93,111,95,0.7587135246294044,359
2139,2140,55,98,106,172,1.0437002591993105,385
2140,2141,54,133,112,158,1.1562541124679495,376
2141,2142,54,99,104,185,0.8369770398156259,347
2142,2143,103,108,81,163,0.48053376179972046,438
2143,2144,96,103,102,98,0.6805858915365329,337
2144,2145,264,142,78,180,0.844067563110991,447
2145,2146,226,136,67,166,0.6191985363226502,597
2146,2147,58,87,111,172,1.3131995134365408,324
2147,2148,148,141,67,110,0.5811539251112006,411
2148,2149,69,108,101,113,1.0705749390737724,425
2149,2150,171,96,85,191,0.31841975938689215,513
2150,2151,290,145,107,93,0.9456710785599084,590
2151,2152,110,85,110,113,0.6213420462405459,431
2152,2153,172,137,85,148,1.0218239574219432,457
2153,2154,283,148,82,188,0.12525439007988604,441
2154,2155,212,107,102,92,0.18537044685906687,495
2155,2156,227,141,72,157,0.1281858838644278,528
2156,2157,131,120,87,190,0.07478665921027955,336
2157,2158,111,148,68,129,-0.10379424927076193,485
2158,2159,194,120,79,137,-0.218540250028042,342
2159,2160,265,128,115,143,-0.34223442730323195,397
2160,2161,52,128,78,124,-0.9759588518166594,231
2161,2162,209,82,107,184,-0.1667228215614303,339
2162,2163,276,89,98,145,0.2902762235589499,549
